IterationGG,IterationDS,IterationON2,IterationON3,FuncValueGG,FuncValueON2,FuncValueDS,FuncValueON3,Alp,TimeGG,TimeDS,TimeON2,TimeON3,NormGradGG,NormGradDS,NormGradON2,NormGradON3PosDefHessianGG,PosDefHessianDS,PosDefHessianON2,PosDefHessianON3,HesModifyCntGG,HesModifyCntDS,HesModifyCntON2,HesModifyCntON3
1301,2663,1297,1301,503.099,0.042129,500.925,500.826,0.0100001,8.34643e+06,1.47661e+07,1.26486e+07,1.31369e+07,0,0,0,0,0,1,0,0,1299,7,1295,1299
1301,2663,1302,1342,503.099,0.042129,501.768,500.728,0.100001,8.34643e+06,1.47661e+07,1.29267e+07,1.19199e+07,0,0,0,0,0,1,0,0,1299,7,1300,1340
1301,2663,1305,1460,503.099,0.042129,501.946,499.802,0.5,8.34643e+06,1.47661e+07,1.01571e+07,1.29686e+07,0,0,0,0,0,1,0,0,1299,7,1303,1458
1301,2663,1309,3322,503.099,0.042129,501.618,0.0425438,1,8.34643e+06,1.47661e+07,1.11434e+07,2.14882e+07,0,0,0,0,0,1,0,1,1299,7,1307,1575
1276,2769,1274,1279,450.519,0.0426574,450.543,450.49,0.0100001,7.26505e+06,1.45338e+07,8.25374e+06,9.64235e+06,0,0,0,0,0,1,0,0,1274,613,1272,1277
1276,2769,1275,1315,450.519,0.0426574,450.539,450.192,0.100001,7.26505e+06,1.45338e+07,1.10477e+07,9.58135e+06,0,0,0,0,0,1,0,0,1274,613,1273,1313
1276,2769,1276,1430,450.519,0.0426574,450.519,449.851,0.5,7.26505e+06,1.45338e+07,9.53915e+06,9.52667e+06,0,0,0,0,0,1,0,0,1274,613,1274,1428
1276,2769,1278,3251,450.519,0.0426574,450.495,0.0428024,1,7.26505e+06,1.45338e+07,8.88538e+06,1.92655e+07,0,0,0,0,0,1,0,1,1274,613,1276,1544
882,2239,881,885,506.211,0.0425245,506.211,506.211,0.0100001,4.39532e+06,1.00575e+07,5.69748e+06,6.66367e+06,0,0,0,0,0,1,0,0,880,409,879,883
882,2239,881,915,506.211,0.0425245,506.211,506.211,0.100001,4.39532e+06,1.00575e+07,6.23376e+06,6.65727e+06,0,0,0,0,0,1,0,0,880,409,879,913
882,2239,882,1003,506.211,0.0425245,506.211,506.211,0.5,4.39532e+06,1.00575e+07,5.4035e+06,7.30951e+06,0,0,0,0,0,1,0,0,880,409,880,1001
882,2239,883,2837,506.211,0.0425245,506.211,0.0422902,1,4.39532e+06,1.00575e+07,6.33696e+06,1.70521e+07,0,0,0,0,0,1,0,1,880,409,881,1084
