IterationGG,IterationDS,IterationON2,IterationON3,FuncValueGG,FuncValueON2,FuncValueDS,FuncValueON3,Alp,TimeGG,TimeDS,TimeON2,TimeON3,NormGradGG,NormGradDS,NormGradON2,NormGradON3PosDefHessianGG,PosDefHessianDS,PosDefHessianON2,PosDefHessianON3,HesModifyCntGG,HesModifyCntDS,HesModifyCntON2,HesModifyCntON3
161,222,224,225,-0.985114,-0.999126,-0.998778,-0.998823,0.0100001,334932,444971,486149,501126,0,0,0,0,1,1,1,1,1,7,15,18
161,222,162,98,-0.985114,-0.999126,-0.986541,-0.977344,0.100001,334932,444971,326062,189997,0,0,0,0,1,1,1,1,1,7,1,2
161,222,138,144,-0.985114,-0.999126,-0.972633,-0.973786,0.5,334932,444971,302742,312817,0,0,0,0,1,1,1,1,1,7,4,4
161,222,145,145,-0.985114,-0.999126,-0.972486,-0.972643,1,334932,444971,342641,382040,0,0,0,0,1,1,1,1,1,7,7,7
155,246,248,249,-0.998583,-1.00226,-1.00143,-1.00206,0.0100001,324901,550052,784540,695363,0,0,0,0,1,1,1,1,1,7,17,20
155,246,178,122,-0.998583,-1.00226,-0.991204,-0.979309,0.100001,324901,550052,772102,405503,0,0,0,0,1,1,1,1,1,7,8,2
155,246,144,142,-0.998583,-1.00226,-0.974006,-0.972775,0.5,324901,550052,549469,362207,0,0,0,0,1,1,1,1,1,7,4,5
155,246,146,146,-0.998583,-1.00226,-0.972441,-0.972486,1,324901,550052,578033,575629,0,0,0,0,1,1,1,1,1,7,8,8
729,730,729,754,-0.193704,-0.193736,-0.193695,-0.193719,0.0100001,3.15884e+06,3.24759e+06,4.83785e+06,6.51537e+06,0,0,0,0,1,1,1,1,29,12,34,456
729,730,729,915,-0.193704,-0.193736,-0.193594,2.19552,0.100001,3.15884e+06,3.24759e+06,3.43863e+06,6.81654e+06,0,0,0,0,1,1,1,0,29,12,70,913
729,730,730,432,-0.193704,-0.193736,-0.1935,2.21226,0.5,3.15884e+06,3.24759e+06,4.20295e+06,3.11571e+06,0,0,0,0,1,1,1,0,29,12,98,430
