IterationGG,IterationDS,IterationON2,IterationON3,FuncValueGG,FuncValueON2,FuncValueDS,FuncValueON3,Alp,TimeGG,TimeDS,TimeON2,TimeON3,NormGradGG,NormGradDS,NormGradON2,NormGradON3PosDefHessianGG,PosDefHessianDS,PosDefHessianON2,PosDefHessianON3,HesModifyCntGG,HesModifyCntDS,HesModifyCntON2,HesModifyCntON3
241,3,233,233,-7.48076,-7.49421,-7.481,-7.481,0.0100001,48720,475,34944,36857,0,0,0,0,1,0,1,1,13,1,1,1
241,3,234,234,-7.48076,-7.49421,-7.48109,-7.48109,0.100001,48720,475,39431,40120,0,0,0,0,1,0,1,1,13,1,7,7
241,3,160,160,-7.48076,-7.49421,-7.48104,-7.48104,0.5,48720,475,25254,26651,0,0,0,0,1,0,1,1,13,1,1,1
241,3,231,231,-7.48076,-7.49421,-7.48092,-7.48092,1,48720,475,44242,45379,0,0,0,0,1,0,1,1,13,1,1,1
3,43,39,39,6.00987,6.07838,6.07904,6.07904,0.0100001,501,8464,8900,8319,0,0,0,0,0,1,1,1,1,3,6,6
3,43,35,35,6.00987,6.07838,6.07872,6.07872,0.100001,501,8464,6599,6394,0,0,0,0,0,1,1,1,1,3,1,1
3,43,43,43,6.00987,6.07838,6.07839,6.07839,0.5,501,8464,8455,7863,0,0,0,0,0,1,1,1,1,3,3,3
3,43,44,44,6.00987,6.07838,6.07942,6.07942,1,501,8464,8851,8858,0,0,0,0,0,1,1,1,1,3,5,5
177,232,217,217,-7.48078,-7.48079,-7.48105,-7.48105,0.0100001,32740,43129,53396,27459,0,0,0,0,1,1,1,1,1,2,2,2
177,232,237,237,-7.48078,-7.48079,-7.48104,-7.48104,0.100001,32740,43129,21442,25540,0,0,0,0,1,1,1,1,1,2,11,11
177,232,223,223,-7.48078,-7.48079,-7.4811,-7.4811,0.5,32740,43129,24668,27272,0,0,0,0,1,1,1,1,1,2,1,1
177,232,198,198,-7.48078,-7.48079,-7.48103,-7.48103,1,32740,43129,31076,34018,0,0,0,0,1,1,1,1,1,2,2,2
247,236,228,228,-7.48102,-7.4809,-7.48088,-7.48088,0.0100001,46310,42389,41876,47830,0,0,0,0,1,1,1,1,15,6,4,4
